Potencia_CV,Consumo_Cidade_KmL,Consumo_Estrada_KmL,Preco_R$,Tipo_Cambio,Combustivel
176.0,30.0,36.2,70089.17,Manual,Gasolina
107.3,30.0,38.9,40976.07,Automático,Flex
140.9,30.0,38.8,58273.07,Manual,Flex
182.8,30.0,39.7,75613.71,Automático,Diesel
128.4,30.0,36.6,56392.14,Automático,Gasolina
156.9,30.0,37.2,61965.39,Manual,Gasolina
240.4,30.0,35.0,90923.3,Automático,Flex
145.4,30.0,36.9,55012.74,Automático,Híbrido
230.1,30.0,39.0,88119.2,Automático,Flex
112.2,30.0,36.8,43324.15,Automático,Gasolina
211.8,30.0,38.5,91675.73,Automático,Flex
266.5,30.0,37.2,130167.89,Manual,Híbrido
75.0,30.0,38.0,64340.43,Automático,Diesel
132.2,30.0,35.8,69295.27,Automático,Híbrido
214.6,30.0,37.6,87301.25,Automático,Gasolina
167.8,30.0,33.0,73804.67,Automático,Gasolina
202.3,30.0,37.2,77151.67,Automático,Flex
143.8,30.0,35.1,63279.68,Manual,Diesel
185.2,27.6,36.3,74847.79,Manual,Gasolina
170.7,30.0,38.7,69308.91,Automático,Gasolina
250.1,30.0,38.2,104702.37,Automático,Flex
195.3,29.7,39.5,74756.62,Automático,Gasolina
200.3,30.0,36.1,76917.49,Automático,Gasolina
155.3,30.0,40.1,83205.61,Automático,Flex
150.7,30.0,38.9,56338.94,Automático,Flex
154.0,30.0,37.1,63564.49,Automático,Flex
203.7,30.0,39.2,98679.1,Automático,Gasolina
154.7,30.0,35.8,66584.72,Automático,Flex
197.4,30.0,36.3,79990.82,Manual,Flex
304.5,30.0,36.6,112456.83,Automático,Flex
232.3,30.0,36.7,88498.53,Automático,Flex
160.4,30.0,35.9,78262.21,Automático,Gasolina
252.1,30.0,39.3,99417.54,Automático,Gasolina
155.5,30.0,37.1,64661.17,Manual,Gasolina
75.0,30.0,38.0,30298.94,Automático,Gasolina
119.5,30.0,36.6,44991.77,Automático,Flex
75.0,30.0,34.8,62405.3,Automático,Diesel
158.9,30.0,37.9,63350.08,Manual,Flex
181.1,30.0,34.6,75630.34,Automático,Flex
280.6,30.0,37.4,102035.9,Automático,Gasolina
199.6,30.0,35.4,84357.62,Automático,Flex
166.9,30.0,40.5,88365.05,Automático,Gasolina
229.8,30.0,38.9,91989.84,Automático,Gasolina
75.0,30.0,37.7,30598.07,Automático,Gasolina
194.1,30.0,39.4,79663.98,Automático,Flex
226.3,30.0,36.2,96727.36,Manual,Híbrido
91.3,30.0,38.3,40165.46,Automático,Gasolina
248.6,30.0,37.8,111207.96,Automático,Gasolina
200.3,30.0,37.9,83569.09,Automático,Flex
155.1,30.0,39.4,80229.98,Manual,Gasolina
218.0,29.6,38.1,89221.94,Automático,Diesel
316.2,30.0,37.9,115091.99,Manual,Flex
190.9,30.0,35.0,73525.36,Automático,Híbrido
194.9,30.0,36.1,73466.53,Automático,Flex
152.4,30.0,37.3,80303.33,Automático,Flex
129.0,30.0,37.6,62441.12,Automático,Flex
229.8,30.0,35.8,94719.47,Manual,Flex
128.6,30.0,41.1,51602.8,Manual,Flex
184.3,30.0,39.8,69536.85,Automático,Gasolina
151.3,30.0,38.4,70093.57,Automático,Flex
208.7,30.0,37.6,82486.12,Manual,Flex
200.0,30.0,37.2,75566.02,Automático,Diesel
242.3,30.0,36.1,97375.68,Automático,Flex
149.4,30.0,37.6,55701.35,Automático,Flex
163.8,30.0,37.9,64280.4,Automático,Gasolina
121.3,30.0,35.6,51767.56,Automático,Flex
153.3,30.0,38.0,58271.04,Automático,Flex
202.6,30.0,37.3,115692.63,Automático,Diesel
225.4,30.0,34.6,84242.57,Automático,Híbrido
124.7,30.0,36.2,48031.21,Automático,Gasolina
232.2,30.0,36.9,86537.44,Automático,Diesel
261.3,27.4,37.1,110167.64,Manual,Gasolina
204.8,29.4,37.5,80484.67,Automático,Gasolina
292.6,25.6,30.0,115499.49,Automático,Flex
133.6,30.0,38.2,49962.76,Manual,Gasolina
105.3,30.0,35.2,40212.63,Manual,Flex
75.0,30.0,39.1,35152.76,Automático,Gasolina
269.8,30.0,36.8,114380.8,Automático,Gasolina
219.3,30.0,37.4,101390.7,Manual,Flex
176.7,30.0,39.5,65739.7,Manual,Flex
196.8,30.0,35.6,79609.11,Manual,Híbrido
112.5,30.0,35.4,66809.64,Manual,Flex
326.7,27.9,33.9,123127.72,Automático,Flex
187.8,30.0,39.1,86407.71,Automático,Gasolina
186.6,29.2,34.2,70045.93,Automático,Gasolina
223.5,30.0,33.3,108635.65,Automático,Gasolina
208.9,30.0,36.8,90021.23,Automático,Flex
193.4,30.0,38.3,99060.58,Automático,Flex
132.6,30.0,39.3,60689.22,Automático,Flex
208.3,30.0,36.8,80417.03,Manual,Flex
292.9,29.7,36.5,133486.24,Automático,Flex
260.7,30.0,39.2,97477.48,Automático,Gasolina
275.6,30.0,34.7,103494.17,Automático,Gasolina
149.3,30.0,36.9,67331.18,Automático,Diesel
120.6,30.0,37.8,59713.47,Manual,Flex
172.5,30.0,38.2,89866.22,Automático,Diesel
183.3,30.0,36.7,69461.87,Manual,Gasolina
245.7,30.0,37.6,104972.8,Automático,Híbrido
78.5,30.0,33.8,43873.21,Automático,Gasolina
271.8,30.0,36.5,98779.76,Automático,Gasolina
170.5,30.0,38.2,67579.38,Automático,Híbrido
154.4,30.0,36.0,60359.02,Manual,Gasolina
119.3,30.0,37.6,48376.91,Automático,Flex
80.7,30.0,38.2,71962.23,Manual,Gasolina
229.4,30.0,37.0,93580.54,Automático,Flex
184.4,30.0,37.8,80186.68,Manual,Híbrido
102.6,30.0,36.1,76468.55,Automático,Gasolina
102.3,30.0,37.2,43538.67,Manual,Flex
159.9,30.0,38.4,75135.33,Automático,Gasolina
280.1,25.3,31.9,108611.49,Automático,Flex
164.4,30.0,36.6,80914.98,Automático,Gasolina
89.8,30.0,37.8,36426.53,Manual,Gasolina
165.3,30.0,38.6,90344.34,Automático,Gasolina
163.6,30.0,34.4,62741.68,Automático,Gasolina
75.0,30.0,39.2,33198.52,Manual,Híbrido
176.7,30.0,37.0,78973.56,Automático,Gasolina
166.1,30.0,38.1,66155.09,Automático,Gasolina
221.8,30.0,39.3,89990.66,Automático,Flex
290.9,28.5,33.6,111302.49,Automático,Gasolina
247.6,30.0,36.4,103220.17,Manual,Flex
163.9,30.0,37.1,62945.34,Manual,Híbrido
113.6,30.0,36.3,43365.32,Automático,Flex
334.4,30.0,40.1,123606.3,Manual,Diesel
183.6,30.0,36.2,73674.0,Automático,Flex
180.8,30.0,36.7,68131.98,Automático,Gasolina
178.6,30.0,37.8,69875.28,Automático,Flex
191.9,30.0,35.7,75267.75,Automático,Flex
171.3,30.0,36.9,63559.48,Automático,Flex
145.6,30.0,38.0,62707.16,Manual,Diesel
147.2,30.0,37.0,76087.26,Manual,Flex
178.0,30.0,37.4,66957.9,Automático,Híbrido
147.4,30.0,36.7,63696.34,Automático,Flex
137.2,30.0,35.2,61958.7,Manual,Flex
186.4,30.0,38.0,73670.84,Manual,Flex
164.7,30.0,40.1,72721.86,Manual,Gasolina
270.2,30.0,37.5,102872.59,Automático,Híbrido
75.0,30.0,37.8,36274.65,Manual,Flex
245.5,30.0,38.5,88995.45,Automático,Gasolina
254.8,28.9,34.3,104357.41,Automático,Gasolina
75.0,30.0,40.1,40077.67,Automático,Flex
159.4,30.0,37.8,59195.14,Automático,Gasolina
157.7,30.0,39.9,62792.36,Automático,Gasolina
95.5,30.0,36.4,75089.76,Automático,Flex
133.3,30.0,40.2,55125.83,Automático,Gasolina
113.4,30.0,38.7,49648.36,Manual,Flex
285.1,30.0,38.3,126869.38,Automático,Gasolina
236.1,28.1,35.5,99024.53,Automático,Gasolina
256.3,29.8,36.8,101519.98,Automático,Flex
223.3,30.0,39.3,97140.32,Manual,Flex
112.3,30.0,37.7,62267.88,Automático,Gasolina
148.5,30.0,34.5,61089.47,Automático,Gasolina
209.4,30.0,35.8,82722.5,Automático,Flex
106.7,30.0,37.2,45213.75,Manual,Gasolina
222.8,30.0,38.0,114996.79,Manual,Gasolina
165.6,30.0,37.4,72898.88,Automático,Gasolina
157.5,30.0,39.3,58997.67,Automático,Diesel
222.7,30.0,34.6,100804.96,Manual,Flex
206.7,30.0,37.7,81879.57,Automático,Flex
158.3,30.0,34.8,59132.03,Automático,Flex
249.6,30.0,38.6,98324.72,Automático,Flex
115.1,30.0,37.4,48696.17,Automático,Flex
217.0,30.0,38.1,99951.47,Automático,Flex
215.6,30.0,36.2,80736.62,Automático,Gasolina
161.4,30.0,39.4,77013.26,Automático,Flex
199.6,30.0,39.1,81006.21,Manual,Flex
104.9,30.0,38.4,40288.2,Automático,Flex
235.4,30.0,37.3,121104.98,Manual,Gasolina
168.9,30.0,38.4,69304.07,Automático,Gasolina
148.6,30.0,36.4,58460.08,Automático,Flex
242.9,30.0,38.8,94366.79,Automático,Flex
137.7,30.0,40.0,70718.05,Manual,Diesel
95.5,30.0,39.1,40059.35,Manual,Gasolina
86.6,30.0,36.4,35451.09,Automático,Flex
216.4,30.0,38.0,80108.16,Manual,Flex
103.2,30.0,35.6,42647.2,Automático,Diesel
285.3,27.4,35.1,119052.02,Manual,Flex
75.0,30.0,38.2,35629.52,Manual,Flex
281.8,30.0,34.7,104206.58,Manual,Flex
192.7,30.0,35.8,72248.8,Automático,Flex
174.2,30.0,37.1,68014.62,Automático,Híbrido
147.3,30.0,37.0,82678.21,Automático,Gasolina
203.9,30.0,35.7,78582.98,Automático,Gasolina
177.7,30.0,38.1,109542.09,Automático,Híbrido
246.2,30.0,37.9,95809.7,Automático,Flex
186.9,30.0,37.2,70373.1,Automático,Flex
189.0,30.0,36.4,91333.27,Automático,Flex
158.2,30.0,39.1,64532.59,Automático,Gasolina
176.6,30.0,40.0,77171.56,Automático,Flex
198.5,29.1,35.7,113981.37,Manual,Flex
77.4,30.0,36.6,30601.24,Automático,Gasolina
99.1,30.0,38.2,38705.05,Automático,Gasolina
224.6,30.0,37.0,94354.53,Manual,Diesel
190.3,30.0,37.3,72898.59,Automático,Gasolina
169.0,30.0,38.6,64173.45,Automático,Diesel
181.1,28.4,32.6,67447.15,Automático,Gasolina
200.9,30.0,39.5,73520.1,Automático,Flex
147.6,30.0,37.6,69558.76,Manual,Híbrido
133.3,30.0,36.9,51099.31,Automático,Flex
191.8,30.0,37.4,76418.62,Automático,Flex
121.3,30.0,37.4,54765.6,Automático,Flex
204.5,30.0,34.9,80165.62,Automático,Gasolina
77.8,30.0,39.7,30520.55,Manual,Gasolina
241.7,30.0,37.6,102913.99,Automático,Híbrido
208.4,30.0,38.2,76030.24,Automático,Flex
195.4,30.0,38.9,85726.85,Automático,Flex
239.0,30.0,36.0,109014.27,Automático,Gasolina
279.9,30.0,38.2,106646.1,Automático,Gasolina
240.9,30.0,37.1,94970.62,Manual,Gasolina
75.0,30.0,38.8,35731.42,Manual,Flex
103.2,30.0,34.3,44058.88,Manual,Flex
142.5,30.0,37.4,74720.12,Manual,Flex
181.6,30.0,36.6,88984.8,Automático,Diesel
211.1,30.0,38.1,80962.81,Automático,Gasolina
136.5,30.0,38.2,60306.31,Manual,Gasolina
191.2,30.0,36.4,96082.41,Manual,Gasolina
134.7,30.0,36.4,82854.06,Manual,Flex
143.3,30.0,37.3,60270.4,Automático,Gasolina
95.6,30.0,36.2,42489.98,Automático,Híbrido
124.6,30.0,38.8,49879.02,Manual,Gasolina
98.9,30.0,36.9,69525.25,Manual,Híbrido
121.4,30.0,33.1,47047.67,Manual,Flex
243.2,30.0,36.9,96797.43,Automático,Híbrido
123.0,30.0,35.9,49383.15,Automático,Flex
337.9,30.0,35.1,124551.3,Automático,Híbrido
209.6,28.1,33.3,82305.88,Manual,Gasolina
191.1,30.0,37.7,137077.2,Automático,Flex
128.5,30.0,39.5,48539.83,Automático,Híbrido
222.0,30.0,38.0,89346.85,Manual,Gasolina
145.5,30.0,36.6,54773.42,Automático,Gasolina
187.3,30.0,38.2,70240.72,Manual,Flex
333.6,29.9,36.7,125598.91,Automático,Híbrido
174.2,30.0,36.5,71125.64,Manual,Flex
249.0,30.0,35.8,93129.49,Automático,Flex
137.8,30.0,34.9,55037.95,Manual,Gasolina
177.9,30.0,36.9,66175.07,Manual,Gasolina
286.2,30.0,37.7,106799.67,Automático,Diesel
142.4,30.0,37.4,86813.25,Automático,Gasolina
288.7,30.0,36.9,133012.58,Automático,Flex
222.5,30.0,36.1,84940.64,Automático,Híbrido
146.3,28.9,37.0,63101.28,Manual,Gasolina
217.9,30.0,35.5,103315.16,Automático,Flex
238.4,30.0,38.7,86485.67,Automático,Gasolina
217.3,30.0,36.0,95701.36,Automático,Flex
85.8,30.0,36.4,62661.72,Manual,Gasolina
136.4,30.0,35.3,51687.81,Manual,Flex
165.1,30.0,36.7,62562.89,Automático,Gasolina
175.5,30.0,39.0,96813.99,Automático,Flex
217.2,30.0,38.3,86746.07,Automático,Flex
190.7,30.0,39.0,69874.7,Automático,Gasolina
99.9,30.0,38.3,40936.87,Automático,Flex
202.8,30.0,35.8,79961.5,Automático,Gasolina
216.6,30.0,37.0,90628.41,Automático,Flex
213.6,30.0,36.3,90966.67,Automático,Gasolina
244.8,30.0,39.5,142560.26,Automático,Flex
230.0,30.0,35.7,86902.28,Automático,Gasolina
207.6,30.0,38.8,83369.45,Automático,Flex
175.8,30.0,38.8,72147.71,Manual,Gasolina
80.3,30.0,40.2,36322.61,Manual,Flex
205.8,30.0,36.9,76875.19,Automático,Gasolina
192.5,30.0,38.6,108284.55,Automático,Diesel
196.3,30.0,40.9,90897.98,Manual,Diesel
103.4,30.0,36.6,46086.47,Manual,Gasolina
115.1,30.0,35.2,52542.19,Automático,Flex
243.2,30.0,34.7,90694.35,Automático,Gasolina
177.6,30.0,38.6,73017.3,Automático,Gasolina
220.9,30.0,34.7,92184.97,Automático,Flex
181.7,30.0,36.9,73834.19,Automático,Flex
181.8,30.0,38.2,112965.9,Automático,Flex
236.3,30.0,37.8,95154.51,Automático,Gasolina
149.0,30.0,38.1,59798.88,Automático,Gasolina
185.8,30.0,37.8,82809.3,Automático,Gasolina
152.3,30.0,39.4,58161.09,Automático,Flex
153.9,30.0,36.1,61729.04,Automático,Flex
161.4,30.0,36.5,63768.54,Automático,Flex
193.3,30.0,36.3,76317.75,Automático,Gasolina
151.3,30.0,38.7,71168.79,Manual,Gasolina
255.3,30.0,38.9,98990.72,Automático,Gasolina
126.3,30.0,38.2,63012.74,Manual,Gasolina
168.8,30.0,39.3,70667.45,Manual,Gasolina
153.6,30.0,35.7,60952.21,Automático,Diesel
266.8,29.4,39.2,113252.07,Automático,Diesel
191.8,30.0,39.8,72849.54,Automático,Flex
241.9,30.0,38.6,90209.7,Manual,Flex
90.9,30.0,40.2,41825.17,Manual,Gasolina
196.0,30.0,35.0,74630.59,Manual,Diesel
233.4,27.3,33.4,85845.72,Automático,Gasolina
184.9,30.0,36.4,78177.66,Automático,Híbrido
243.9,29.1,37.4,95896.62,Automático,Flex
149.0,30.0,35.9,61034.15,Automático,Gasolina
264.6,30.0,38.6,129699.24,Automático,Híbrido
317.9,30.0,39.6,122744.49,Automático,Gasolina
158.2,30.0,38.5,78289.69,Manual,Flex
153.3,28.3,35.8,58835.1,Automático,Flex
267.2,30.0,36.0,104942.34,Automático,Gasolina
274.8,30.0,36.2,119419.01,Automático,Flex
148.6,30.0,39.4,63769.17,Manual,Flex
154.8,30.0,38.7,69835.06,Manual,Flex
163.1,30.0,37.4,64735.37,Automático,Gasolina
99.3,30.0,36.9,38736.6,Automático,Híbrido
124.9,30.0,34.5,52831.36,Automático,Gasolina
119.8,30.0,35.9,49929.71,Manual,Gasolina
133.9,30.0,40.4,70054.84,Automático,Gasolina
177.9,30.0,35.6,68068.69,Automático,Gasolina
194.1,30.0,37.8,104950.77,Automático,Gasolina
273.0,30.0,39.0,130294.31,Automático,Híbrido
120.1,30.0,35.6,47879.86,Manual,Gasolina
239.1,30.0,37.8,90948.67,Automático,Gasolina
167.2,30.0,38.9,84097.25,Automático,Gasolina
177.0,30.0,37.5,98959.91,Automático,Flex
220.5,30.0,41.8,86031.0,Automático,Diesel
112.6,30.0,35.0,46294.14,Manual,Gasolina
202.9,30.0,39.1,81498.07,Automático,Gasolina
190.0,30.0,37.2,81135.62,Manual,Gasolina
209.5,30.0,38.7,79536.29,Manual,Gasolina
197.4,30.0,38.2,85408.54,Automático,Gasolina
327.3,28.6,34.7,118649.22,Automático,Flex
141.7,30.0,37.8,53112.97,Automático,Gasolina
148.1,30.0,34.7,59731.35,Manual,Flex
142.6,30.0,38.4,57275.46,Automático,Gasolina
146.7,30.0,37.9,58127.59,Automático,Híbrido
141.8,30.0,38.5,59368.33,Automático,Híbrido
251.3,30.0,39.1,94836.77,Manual,Flex
265.2,27.7,35.2,98885.36,Automático,Gasolina
145.8,30.0,37.7,57717.28,Automático,Gasolina
130.1,30.0,36.2,85371.11,Automático,Flex
208.3,30.0,36.4,81194.94,Automático,Flex
146.9,30.0,39.3,60286.01,Manual,Flex
218.0,30.0,39.7,87884.65,Automático,Diesel
192.2,30.0,37.1,111209.29,Manual,Híbrido
89.1,30.0,37.6,36934.83,Automático,Gasolina
272.9,30.0,36.1,109932.1,Automático,Flex
287.8,30.0,39.3,116300.7,Automático,Gasolina
143.2,30.0,38.5,62479.15,Automático,Gasolina
156.7,30.0,40.4,58785.76,Automático,Flex
197.2,27.8,33.5,84169.87,Automático,Gasolina
200.1,30.0,36.9,73686.0,Automático,Diesel
219.5,30.0,37.8,88896.37,Automático,Gasolina
300.6,30.0,38.5,121668.94,Automático,Flex
169.4,30.0,37.2,64653.62,Manual,Flex
132.1,30.0,36.2,67663.47,Automático,Flex
97.2,30.0,38.8,37342.54,Automático,Gasolina
136.1,30.0,38.6,69217.47,Automático,Diesel
178.0,30.0,36.1,71472.29,Manual,Flex
287.7,29.7,39.1,106272.21,Manual,Flex
148.9,30.0,39.3,56566.3,Automático,Gasolina
193.4,30.0,37.7,101341.19,Manual,Flex
179.0,30.0,37.6,66409.53,Automático,Diesel
251.3,30.0,38.3,93176.37,Automático,Flex
331.6,28.4,34.2,123971.65,Manual,Diesel
148.1,30.0,37.5,64533.78,Manual,Flex
150.6,30.0,34.3,63591.98,Automático,Gasolina
242.6,26.0,33.8,90878.46,Manual,Gasolina
220.9,30.0,35.2,83740.79,Automático,Gasolina
290.8,26.8,35.8,108789.72,Manual,Flex
215.0,30.0,37.0,80664.66,Automático,Flex
158.4,30.0,37.2,63750.61,Automático,Gasolina
215.4,30.0,36.6,90578.77,Automático,Flex
246.5,30.0,37.1,91734.79,Automático,Flex
229.2,30.0,39.6,87797.9,Automático,Flex
210.4,30.0,33.8,81610.77,Automático,Gasolina
244.0,30.0,39.4,125889.24,Automático,Gasolina
250.2,29.1,36.9,121862.02,Automático,Gasolina
262.9,30.0,35.7,111126.6,Automático,Gasolina
218.9,30.0,35.9,82389.13,Automático,Gasolina
170.0,30.0,40.0,63195.15,Automático,Gasolina
188.8,30.0,36.1,72892.19,Manual,Flex
252.4,27.7,32.9,95352.3,Manual,Gasolina
131.0,30.0,39.2,55895.05,Manual,Híbrido
202.1,30.0,38.0,88780.67,Automático,Gasolina
156.4,30.0,36.1,77281.94,Manual,Gasolina
181.7,30.0,37.8,85238.18,Automático,Gasolina
256.7,30.0,36.0,97305.29,Automático,Gasolina
191.5,30.0,39.2,81636.09,Automático,Diesel
182.8,30.0,39.1,70726.96,Manual,Gasolina
98.4,30.0,38.3,38071.41,Automático,Híbrido
224.8,30.0,38.0,93763.37,Automático,Diesel
218.7,30.0,40.1,79653.93,Automático,Flex
309.8,30.0,37.5,116690.83,Manual,Flex
161.5,30.0,35.7,63532.17,Automático,Flex
193.1,30.0,38.2,82423.54,Automático,Gasolina
195.0,30.0,40.6,85771.89,Automático,Flex
274.6,28.3,33.8,103447.5,Automático,Gasolina
174.3,30.0,37.0,80692.11,Automático,Gasolina
196.7,30.0,38.1,75339.67,Automático,Flex
216.5,30.0,37.4,84677.63,Manual,Flex
191.2,30.0,36.0,82902.31,Automático,Diesel
153.2,29.7,38.7,68570.45,Automático,Gasolina
191.6,30.0,41.0,113791.48,Automático,Diesel
244.4,30.0,37.8,91097.27,Automático,Gasolina
118.4,30.0,36.1,55299.68,Automático,Gasolina
188.0,30.0,35.2,78200.3,Automático,Gasolina
138.0,30.0,37.9,75960.09,Automático,Flex
251.7,30.0,39.2,92796.3,Manual,Gasolina
88.6,30.0,38.2,47948.21,Automático,Flex
146.5,30.0,37.5,62662.16,Automático,Diesel
202.6,30.0,36.6,77132.68,Manual,Flex
273.9,30.0,35.9,105308.82,Automático,Flex
176.1,30.0,38.8,68680.55,Manual,Diesel
146.7,30.0,38.9,62999.48,Automático,Flex
292.9,30.0,35.2,127486.6,Automático,Flex
93.1,30.0,39.9,44015.26,Manual,Gasolina
75.0,30.0,38.4,39239.18,Automático,Diesel
206.4,30.0,39.6,82553.94,Automático,Flex
149.9,30.0,35.5,55982.07,Manual,Gasolina
118.7,30.0,35.5,47204.95,Automático,Gasolina
222.5,30.0,37.3,87648.26,Automático,Diesel
194.6,30.0,38.3,74833.86,Automático,Gasolina
146.2,30.0,40.2,56160.39,Manual,Híbrido
103.2,30.0,38.6,46128.08,Manual,Gasolina
232.3,30.0,37.1,88219.63,Automático,Flex
219.0,30.0,36.0,82639.74,Automático,Gasolina
174.0,30.0,39.3,70153.25,Manual,Flex
290.8,29.8,35.8,106293.63,Automático,Diesel
115.8,30.0,39.9,69803.86,Automático,Flex
88.5,30.0,37.1,54190.96,Manual,Flex
138.5,30.0,39.9,63766.96,Manual,Gasolina
177.3,30.0,38.5,66165.58,Manual,Gasolina
194.6,30.0,37.3,86065.74,Automático,Gasolina
165.5,30.0,36.7,77434.42,Automático,Flex
201.1,30.0,37.0,87993.2,Automático,Gasolina
104.9,30.0,38.1,40927.67,Automático,Gasolina
266.6,30.0,37.6,106644.72,Automático,Flex
175.1,30.0,36.6,82252.09,Manual,Flex
247.0,30.0,37.3,98075.4,Automático,Flex
200.6,30.0,37.6,83593.33,Manual,Gasolina
207.4,30.0,34.3,81723.42,Automático,Gasolina
214.2,30.0,38.2,85487.87,Automático,Híbrido
206.9,30.0,36.0,75751.7,Automático,Gasolina
218.6,30.0,35.8,89684.93,Automático,Diesel
259.7,30.0,35.0,94761.76,Automático,Diesel
191.8,30.0,34.8,75836.5,Manual,Flex
222.5,30.0,35.5,84351.45,Manual,Gasolina
174.6,30.0,36.4,71999.54,Automático,Diesel
266.4,28.6,38.7,98220.68,Automático,Flex
139.4,30.0,36.7,63560.75,Manual,Flex
288.1,26.8,33.8,120937.99,Automático,Gasolina
177.6,30.0,38.1,66940.23,Automático,Gasolina
94.2,30.0,37.7,37055.37,Automático,Gasolina
187.7,30.0,37.4,70262.76,Manual,Flex
139.1,30.0,35.7,72664.0,Automático,Flex
230.4,30.0,39.7,91165.29,Automático,Gasolina
140.8,30.0,40.2,58592.13,Manual,Flex
153.2,30.0,35.0,57758.61,Automático,Gasolina
75.0,30.0,36.0,39735.54,Automático,Flex
152.9,30.0,37.1,76751.07,Automático,Híbrido
75.0,30.0,36.1,46863.42,Manual,Gasolina
85.0,30.0,38.3,42574.5,Automático,Gasolina
225.6,30.0,36.4,82751.34,Manual,Gasolina
227.1,30.0,40.7,83694.11,Automático,Flex
205.5,30.0,39.3,75440.27,Automático,Flex
122.0,30.0,37.8,48670.55,Manual,Híbrido
177.1,30.0,39.0,66455.97,Automático,Gasolina
179.8,29.4,38.4,69185.96,Automático,Híbrido
110.5,30.0,36.7,46536.62,Automático,Gasolina
270.2,27.2,32.8,127328.21,Automático,Flex
232.6,30.0,37.6,93850.34,Automático,Gasolina
166.7,30.0,38.8,79376.26,Automático,Diesel
181.6,30.0,37.7,78955.47,Automático,Flex
192.5,30.0,35.1,71569.54,Manual,Flex
75.0,30.0,36.3,42565.05,Automático,Diesel
165.2,30.0,37.4,64026.48,Manual,Gasolina
139.1,30.0,37.4,61870.09,Automático,Gasolina
119.9,30.0,40.5,49135.72,Automático,Diesel
163.1,30.0,35.4,120725.48,Automático,Gasolina
287.9,30.0,38.3,106810.58,Automático,Gasolina
218.5,30.0,39.7,82730.67,Automático,Flex
145.7,30.0,40.9,80694.34,Manual,Flex
214.4,30.0,36.9,78273.77,Manual,Gasolina
264.0,30.0,38.2,107316.43,Manual,Gasolina
235.5,30.0,38.4,98339.02,Automático,Gasolina
183.6,30.0,37.8,85354.24,Manual,Flex
141.2,30.0,37.4,89081.32,Automático,Diesel
221.9,30.0,38.2,117795.2,Automático,Híbrido
203.6,30.0,33.7,74938.24,Manual,Flex
233.7,30.0,38.5,102049.75,Automático,Gasolina
218.1,30.0,37.7,89731.95,Automático,Híbrido
243.0,30.0,37.2,98463.18,Automático,Flex
147.9,30.0,40.6,56133.73,Automático,Gasolina
259.0,28.3,34.4,104850.21,Manual,Híbrido
191.9,30.0,36.9,110595.19,Automático,Flex
304.5,30.0,40.5,133864.07,Manual,Flex
138.6,30.0,36.3,57309.73,Automático,Flex
284.2,29.4,35.9,103110.13,Automático,Gasolina
191.9,30.0,37.3,74654.9,Automático,Gasolina
140.9,30.0,38.8,69829.68,Automático,Flex
151.0,30.0,37.8,67928.22,Automático,Gasolina
160.8,30.0,35.6,65422.42,Manual,Flex
205.4,30.0,36.7,75474.26,Manual,Flex
211.4,30.0,36.6,82546.4,Manual,Flex
145.6,30.0,37.4,60282.7,Manual,Flex
178.5,30.0,38.1,91876.9,Manual,Flex
308.5,29.0,36.9,121622.6,Automático,Diesel
283.7,28.9,33.4,106465.33,Manual,Flex
206.2,30.0,39.1,82613.9,Automático,Gasolina
182.3,30.0,37.9,67481.45,Automático,Gasolina
187.2,30.0,39.6,104481.19,Automático,Gasolina
216.8,28.6,36.4,83923.75,Automático,Gasolina
118.6,30.0,39.2,51019.69,Automático,Gasolina
164.6,30.0,38.2,64984.55,Manual,Gasolina
79.9,30.0,39.5,42432.88,Automático,Flex
204.0,28.9,36.9,85680.84,Automático,Híbrido
218.8,30.0,37.4,92155.09,Automático,Gasolina
151.0,30.0,40.9,58974.79,Automático,Flex
274.4,30.0,38.8,102846.85,Automático,Flex
106.5,30.0,38.4,41597.11,Automático,Gasolina
92.1,30.0,35.6,45905.03,Automático,Híbrido
193.5,30.0,35.6,71119.6,Automático,Flex
242.8,30.0,37.9,97094.2,Manual,Gasolina
281.0,30.0,37.7,121741.32,Manual,Flex
152.5,30.0,36.6,78512.12,Automático,Gasolina
244.7,30.0,37.7,94613.19,Automático,Flex
177.7,30.0,39.9,71340.3,Automático,Gasolina
169.6,30.0,38.5,63175.75,Manual,Diesel
233.0,30.0,35.8,95666.69,Automático,Flex
219.1,30.0,37.3,96916.98,Automático,Flex
85.4,30.0,36.3,35701.57,Manual,Gasolina
268.6,30.0,36.9,102477.07,Automático,Flex
262.8,30.0,36.9,113235.45,Automático,Flex
142.5,30.0,36.8,73828.69,Automático,Flex
203.7,30.0,35.6,77098.17,Manual,Flex
209.6,30.0,37.3,84372.4,Manual,Flex
195.6,30.0,36.7,73612.19,Manual,Diesel
147.0,30.0,33.1,55518.09,Automático,Flex
139.7,30.0,40.6,76100.65,Automático,Diesel
178.5,30.0,39.1,82639.58,Manual,Diesel
250.4,30.0,36.9,104899.93,Manual,Flex
212.6,26.6,33.2,79292.94,Automático,Gasolina
157.8,30.0,35.7,76778.72,Manual,Flex
226.3,30.0,40.0,87968.99,Automático,Diesel
75.0,30.0,40.3,33441.51,Automático,Gasolina
248.9,30.0,37.7,98031.16,Automático,Flex
75.6,30.0,39.0,30424.0,Automático,Diesel
158.3,30.0,37.8,72521.14,Manual,Gasolina
112.8,30.0,35.5,51220.08,Automático,Flex
